INSTRUMENTO,FECHA,PRECIO SUCIO
52_ACTI500_D,2018-09-04,5.237555
52_ACTIPAT_A,2018-09-04,15.11912
52_ACTIPAT_B,2018-09-04,12.051796
52_ACTIPAT_FF,2018-09-04,15.119119
52_ROBOTIK_A,2018-09-04,1.105653
52_ROBOTIK_B-1,2018-09-04,1.092186
52_ROBOTIK_B-2,2018-09-04,1.095388
52_ROBOTIK_B-3,2018-09-04,1.097498
52_ROBOTIK_E,2018-09-04,1.097429
52_ROBOTIK_FF,2018-09-04,1.105462
52_ROBOTIK_M-1,2018-09-04,1.098857
52_ROBOTIK_M-2,2018-09-04,1.099992
52_ROBOTIK_M-3,2018-09-04,0
52_ACTI500_A,2018-09-05,5.658877
52_ACTI500_B1,2018-09-05,4.083766
52_ACTI500_B2,2018-09-05,4.47965
52_ACTI500_B3,2018-09-05,4.674235
52_ACTI500_D,2018-09-05,5.277577
52_ACTIPAT_A,2018-09-05,14.995275
52_ACTIPAT_B,2018-09-05,11.952107
52_ACTIPAT_FF,2018-09-05,14.995274
52_ROBOTIK_A,2018-09-05,1.112789
52_ROBOTIK_B-1,2018-09-05,1.099161
52_ROBOTIK_B-2,2018-09-05,1.102388
52_ROBOTIK_B-3,2018-09-05,1.104515
52_ROBOTIK_E,2018-09-05,1.104449
52_ROBOTIK_FF,2018-09-05,1.112597
52_ROBOTIK_M-1,2018-09-05,1.105879
52_ROBOTIK_M-2,2018-09-05,1.107025
52_ROBOTIK_M-3,2018-09-05,0
52_ACTI500_A,2018-09-06,5.643195
52_ACTI500_B1,2018-09-06,4.072126
52_ACTI500_B2,2018-09-06,4.466973
52_ACTI500_B3,2018-09-06,4.66106
52_ACTI500_D,2018-09-06,5.262671
52_ACTIPAT_A,2018-09-06,14.965654
52_ACTIPAT_B,2018-09-06,11.92753
52_ACTIPAT_FF,2018-09-06,14.965653
52_ROBOTIK_A,2018-09-06,1.100445
52_ROBOTIK_B-1,2018-09-06,1.086888
52_ROBOTIK_B-2,2018-09-06,1.090082
52_ROBOTIK_B-3,2018-09-06,1.092189
52_ROBOTIK_E,2018-09-06,1.092135
52_ROBOTIK_FF,2018-09-06,1.100247
52_ROBOTIK_M-1,2018-09-06,1.093541
52_ROBOTIK_M-2,2018-09-06,1.094678
52_ROBOTIK_M-3,2018-09-06,0
52_ACTI500_A,2018-09-07,5.597082
52_ACTI500_B1,2018-09-07,4.03853
52_ACTI500_B2,2018-09-07,4.430211
52_ACTI500_B3,2018-09-07,4.622752
52_ACTI500_D,2018-09-07,5.219389
52_ACTIPAT_A,2018-09-07,15.019588
52_ACTIPAT_B,2018-09-07,11.969544
52_ACTIPAT_FF,2018-09-07,15.019587
52_ROBOTIK_A,2018-09-07,1.088723
52_ROBOTIK_B-1,2018-09-07,1.075239
52_ROBOTIK_B-2,2018-09-07,1.078402
52_ROBOTIK_B-3,2018-09-07,1.080489
52_ROBOTIK_E,2018-09-07,1.08044
52_ROBOTIK_FF,2018-09-07,1.088527
52_ROBOTIK_M-1,2018-09-07,1.081824
52_ROBOTIK_M-2,2018-09-07,1.082952
52_ROBOTIK_M-3,2018-09-07,0
52_ACTI500_A,2018-09-10,5.595423
52_ACTI500_B1,2018-09-10,4.036371
52_ACTI500_B2,2018-09-10,4.428117
52_ACTI500_B3,2018-09-10,4.620721
52_ACTI500_D,2018-09-10,5.217006
52_ACTIPAT_A,2018-09-10,15.069316
52_ACTIPAT_B,2018-09-10,12.006251
52_ACTIPAT_FF,2018-09-10,15.069315
52_ROBOTIK_A,2018-09-10,1.083005
52_ROBOTIK_B-1,2018-09-10,1.069377
52_ROBOTIK_B-2,2018-09-10,1.072534
52_ROBOTIK_B-3,2018-09-10,1.07462
52_ROBOTIK_E,2018-09-10,1.074583
52_ROBOTIK_FF,2018-09-10,1.08281
52_ROBOTIK_M-1,2018-09-10,1.075937
52_ROBOTIK_M-2,2018-09-10,1.07707
52_ROBOTIK_M-3,2018-09-10,0
52_ACTI500_A,2018-09-11,5.588088
52_ACTI500_B1,2018-09-11,4.030759
52_ACTI500_B2,2018-09-11,4.422052
52_ACTI500_B3,2018-09-11,4.614444
52_ACTI500_D,2018-09-11,5.209889
52_ACTIPAT_A,2018-09-11,15.053765
52_ACTIPAT_B,2018-09-11,11.992889
52_ACTIPAT_FF,2018-09-11,15.053764
52_ROBOTIK_A,2018-09-11,1.08282
52_ROBOTIK_B-1,2018-09-11,1.069114
52_ROBOTIK_B-2,2018-09-11,1.072273
52_ROBOTIK_B-3,2018-09-11,1.074362
52_ROBOTIK_E,2018-09-11,1.074339
52_ROBOTIK_FF,2018-09-11,1.082616
52_ROBOTIK_M-1,2018-09-11,1.075685
52_ROBOTIK_M-2,2018-09-11,1.076821
52_ROBOTIK_M-3,2018-09-11,0
52_ACTI500_A,2018-09-12,5.599608
52_ACTI500_B1,2018-09-12,4.038747
52_ACTI500_B2,2018-09-12,4.430907
52_ACTI500_B3,2018-09-12,4.623735
52_ACTI500_D,2018-09-12,5.22035
52_ACTIPAT_A,2018-09-12,15.057067
52_ACTIPAT_B,2018-09-12,11.994547
52_ACTIPAT_FF,2018-09-12,15.057066
52_ROBOTIK_A,2018-09-12,1.08225
52_ROBOTIK_B-1,2018-09-12,1.06848
52_ROBOTIK_B-2,2018-09-12,1.071641
52_ROBOTIK_B-3,2018-09-12,1.073732
52_ROBOTIK_E,2018-09-12,1.073714
52_ROBOTIK_FF,2018-09-12,1.082046
52_ROBOTIK_M-1,2018-09-12,1.075051
52_ROBOTIK_M-2,2018-09-12,1.076189
52_ROBOTIK_M-3,2018-09-12,0
52_ACTI500_A,2018-09-13,5.547552
52_ACTI500_B1,2018-09-13,4.000884
52_ACTI500_B2,2018-09-13,4.389458
52_ACTI500_B3,2018-09-13,4.580533
52_ACTI500_D,2018-09-13,5.171544
52_ACTIPAT_A,2018-09-13,15.172445
52_ACTIPAT_B,2018-09-13,12.085477
52_ACTIPAT_FF,2018-09-13,15.172444
52_ROBOTIK_A,2018-09-13,1.068536
52_ROBOTIK_B-1,2018-09-13,1.05487
52_ROBOTIK_B-2,2018-09-13,1.057993
52_ROBOTIK_B-3,2018-09-13,1.060061
52_ROBOTIK_E,2018-09-13,1.060047
52_ROBOTIK_FF,2018-09-13,1.068334
52_ROBOTIK_M-1,2018-09-13,1.06136
52_ROBOTIK_M-2,2018-09-13,1.062487
52_ROBOTIK_M-3,2018-09-13,0
52_ACTI500_A,2018-09-14,5.522392
52_ACTI500_B1,2018-09-14,3.982422
52_ACTI500_B2,2018-09-14,4.369294
52_ACTI500_B3,2018-09-14,4.559542
52_ACTI500_D,2018-09-14,5.147814
52_ACTIPAT_A,2018-09-14,15.289567
52_ACTIPAT_B,2018-09-14,12.177782
52_ACTIPAT_FF,2018-09-14,15.289566
52_ROBOTIK_A,2018-09-14,1.06624
52_ROBOTIK_B-1,2018-09-14,1.052533
52_ROBOTIK_B-2,2018-09-14,1.055653
52_ROBOTIK_B-3,2018-09-14,1.05772
52_ROBOTIK_E,2018-09-14,1.05771
52_ROBOTIK_FF,2018-09-14,1.066039
52_ROBOTIK_M-1,2018-09-14,1.059012
52_ROBOTIK_M-2,2018-09-14,1.06014
52_ROBOTIK_M-3,2018-09-14,0
52_ACTI500_A,2018-09-17,5.529151
52_ACTI500_B1,2018-09-17,3.986346
52_ACTI500_B2,2018-09-17,4.37387
52_ACTI500_B3,2018-09-17,4.56447
52_ACTI500_D,2018-09-17,5.15329
52_ACTIPAT_A,2018-09-17,15.261128
52_ACTIPAT_B,2018-09-17,12.152174
52_ACTIPAT_FF,2018-09-17,15.261127
52_ROBOTIK_A,2018-09-17,1.075467
52_ROBOTIK_B-1,2018-09-17,1.061429
52_ROBOTIK_B-2,2018-09-17,1.064586
52_ROBOTIK_B-3,2018-09-17,1.06668
52_ROBOTIK_E,2018-09-17,1.066684
52_ROBOTIK_FF,2018-09-17,1.075265
52_ROBOTIK_M-1,2018-09-17,1.067974
52_ROBOTIK_M-2,2018-09-17,1.069121
52_ROBOTIK_M-3,2018-09-17,0
52_ACTI500_A,2018-09-18,5.493513
52_ACTI500_B1,2018-09-18,3.960338
52_ACTI500_B2,2018-09-18,4.345423
52_ACTI500_B3,2018-09-18,4.534833
52_ACTI500_D,2018-09-18,5.119801
52_ACTIPAT_A,2018-09-18,15.198561
52_ACTIPAT_B,2018-09-18,12.101371
52_ACTIPAT_FF,2018-09-18,15.19856
52_ROBOTIK_A,2018-09-18,1.063697
52_ROBOTIK_B-1,2018-09-18,1.049734
52_ROBOTIK_B-2,2018-09-18,1.052859
52_ROBOTIK_B-3,2018-09-18,1.054934
52_ROBOTIK_E,2018-09-18,1.05495
52_ROBOTIK_FF,2018-09-18,1.063488
52_ROBOTIK_M-1,2018-09-18,1.056218
52_ROBOTIK_M-2,2018-09-18,1.057356
52_ROBOTIK_M-3,2018-09-18,0
52_ACTI500_A,2018-09-19,5.503326
52_ACTI500_B1,2018-09-19,3.967096
52_ACTI500_B2,2018-09-19,4.352929
52_ACTI500_B3,2018-09-19,4.542717
52_ACTI500_D,2018-09-19,5.128672
52_ACTIPAT_A,2018-09-19,15.27114
52_ACTIPAT_B,2018-09-19,12.158174
52_ACTIPAT_FF,2018-09-19,15.271138
52_ROBOTIK_A,2018-09-19,1.065231
52_ROBOTIK_B-1,2018-09-19,1.051178
52_ROBOTIK_B-2,2018-09-19,1.054311
52_ROBOTIK_B-3,2018-09-19,1.056392
52_ROBOTIK_E,2018-09-19,1.056412
52_ROBOTIK_FF,2018-09-19,1.065022
52_ROBOTIK_M-1,2018-09-19,1.057674
52_ROBOTIK_M-2,2018-09-19,1.058818
52_ROBOTIK_M-3,2018-09-19,0
52_ACTI500_A,2018-09-20,5.506781
52_ACTI500_B1,2018-09-20,3.969272
52_ACTI500_B2,2018-09-20,4.355406
52_ACTI500_B3,2018-09-20,4.545352
52_ACTI500_D,2018-09-20,5.131618
52_ACTIPAT_A,2018-09-20,15.249364
52_ACTIPAT_B,2018-09-20,12.139853
52_ACTIPAT_FF,2018-09-20,15.249363
52_ROBOTIK_A,2018-09-20,1.072852
52_ROBOTIK_B-1,2018-09-20,1.058628
52_ROBOTIK_B-2,2018-09-20,1.061786
52_ROBOTIK_B-3,2018-09-20,1.063885
52_ROBOTIK_E,2018-09-20,1.06391
52_ROBOTIK_FF,2018-09-20,1.072641
52_ROBOTIK_M-1,2018-09-20,1.065173
52_ROBOTIK_M-2,2018-09-20,1.066328
52_ROBOTIK_M-3,2018-09-20,0
52_ACTI500_A,2018-09-21,5.564995
52_ACTI500_B1,2018-09-21,4.010913
52_ACTI500_B2,2018-09-21,4.401189
52_ACTI500_B3,2018-09-21,4.593184
52_ACTI500_D,2018-09-21,5.185589
52_ACTIPAT_A,2018-09-21,15.228856
52_ACTIPAT_B,2018-09-21,12.122543
52_ACTIPAT_FF,2018-09-21,15.228855
52_ROBOTIK_A,2018-09-21,1.085997
52_ROBOTIK_B-1,2018-09-21,1.071528
52_ROBOTIK_B-2,2018-09-21,1.074728
52_ROBOTIK_B-3,2018-09-21,1.076856
52_ROBOTIK_E,2018-09-21,1.076885
52_ROBOTIK_FF,2018-09-21,1.085784
52_ROBOTIK_M-1,2018-09-21,1.078156
52_ROBOTIK_M-2,2018-09-21,1.079328
52_ROBOTIK_M-3,2018-09-21,0
52_ACTI500_A,2018-09-24,5.553066
52_ACTI500_B1,2018-09-24,4.001362
52_ACTI500_B2,2018-09-24,4.39098
52_ACTI500_B3,2018-09-24,4.582683
52_ACTI500_D,2018-09-24,5.173645
52_ACTIPAT_A,2018-09-24,15.163616
52_ACTIPAT_B,2018-09-24,12.067674
52_ACTIPAT_FF,2018-09-24,15.163615
52_ROBOTIK_A,2018-09-24,1.087572
52_ROBOTIK_B-1,2018-09-24,1.072866
52_ROBOTIK_B-2,2018-09-24,1.07608
52_ROBOTIK_B-3,2018-09-24,1.078222
52_ROBOTIK_E,2018-09-24,1.078265
52_ROBOTIK_FF,2018-09-24,1.087358
52_ROBOTIK_M-1,2018-09-24,1.079513
52_ROBOTIK_M-2,2018-09-24,1.080697
52_ROBOTIK_M-3,2018-09-24,0
52_ACTI500_A,2018-09-25,5.582244
52_ACTI500_B1,2018-09-25,4.022067
52_ACTI500_B2,2018-09-25,4.413793
52_ACTI500_B3,2018-09-25,4.606542
52_ACTI500_D,2018-09-25,5.200551
52_ACTIPAT_A,2018-09-25,15.133582
52_ACTIPAT_B,2018-09-25,12.042796
52_ACTIPAT_FF,2018-09-25,15.133581
52_ROBOTIK_A,2018-09-25,1.094899
52_ROBOTIK_B-1,2018-09-25,1.080021
52_ROBOTIK_B-2,2018-09-25,1.08326
52_ROBOTIK_B-3,2018-09-25,1.085419
52_ROBOTIK_E,2018-09-25,1.085468
52_ROBOTIK_FF,2018-09-25,1.094683
52_ROBOTIK_M-1,2018-09-25,1.086717
52_ROBOTIK_M-2,2018-09-25,1.087912
52_ROBOTIK_M-3,2018-09-25,0
52_ACTI500_A,2018-09-26,5.577017
52_ACTI500_B1,2018-09-26,4.017981
52_ACTI500_B2,2018-09-26,4.4094
52_ACTI500_B3,2018-09-26,4.602009
52_ACTI500_D,2018-09-26,5.195404
52_ACTIPAT_A,2018-09-26,15.192373
52_ACTIPAT_B,2018-09-26,12.088599
52_ACTIPAT_FF,2018-09-26,15.192372
52_ROBOTIK_A,2018-09-26,1.089142
52_ROBOTIK_B-1,2018-09-26,1.07427
52_ROBOTIK_B-2,2018-09-26,1.077496
52_ROBOTIK_B-3,2018-09-26,1.079647
52_ROBOTIK_E,2018-09-26,1.0797
52_ROBOTIK_FF,2018-09-26,1.088927
52_ROBOTIK_M-1,2018-09-26,1.080934
52_ROBOTIK_M-2,2018-09-26,1.082127
52_ROBOTIK_M-3,2018-09-26,0
52_ACTI500_A,2018-09-27,5.524084
52_ACTI500_B1,2018-09-27,3.97953
52_ACTI500_B2,2018-09-27,4.367293
52_ACTI500_B3,2018-09-27,4.558113
52_ACTI500_D,2018-09-27,5.145819
52_ACTIPAT_A,2018-09-27,15.180669
52_ACTIPAT_B,2018-09-27,12.078306
52_ACTIPAT_FF,2018-09-27,15.180667
52_ROBOTIK_A,2018-09-27,1.081445
52_ROBOTIK_B-1,2018-09-27,1.066607
52_ROBOTIK_B-2,2018-09-27,1.069813
52_ROBOTIK_B-3,2018-09-27,1.071952
52_ROBOTIK_E,2018-09-27,1.07201
52_ROBOTIK_FF,2018-09-27,1.081232
52_ROBOTIK_M-1,2018-09-27,1.073227
52_ROBOTIK_M-2,2018-09-27,1.074415
52_ROBOTIK_M-3,2018-09-27,0
52_ACTI500_A,2018-09-28,5.526228
52_ACTI500_B1,2018-09-28,3.980758
52_ACTI500_B2,2018-09-28,4.368731
52_ACTI500_B3,2018-09-28,4.559665
52_ACTI500_D,2018-09-28,5.147541
52_ACTIPAT_A,2018-09-28,15.178976
52_ACTIPAT_B,2018-09-28,12.07598
52_ACTIPAT_FF,2018-09-28,15.178974
52_ROBOTIK_A,2018-09-28,1.075351
52_ROBOTIK_B-1,2018-09-28,1.060508
52_ROBOTIK_B-2,2018-09-28,1.063699
52_ROBOTIK_B-3,2018-09-28,1.065829
52_ROBOTIK_E,2018-09-28,1.06591
52_ROBOTIK_FF,2018-09-28,1.075121
52_ROBOTIK_M-1,2018-09-28,1.067112
52_ROBOTIK_M-2,2018-09-28,1.068296
52_ROBOTIK_M-3,2018-09-28,0
52_ACTI500_A,2018-09-30,5.526228
52_ACTI500_B1,2018-09-30,3.980758
52_ACTI500_B2,2018-09-30,4.368731
52_ACTI500_B3,2018-09-30,4.559665
52_ACTI500_D,2018-09-30,5.147541
52_ACTIPAT_A,2018-09-30,15.178976
52_ACTIPAT_B,2018-09-30,12.07598
52_ACTIPAT_FF,2018-09-30,15.178974
52_ROBOTIK_A,2018-09-30,1.075351
52_ROBOTIK_B-1,2018-09-30,1.060508
52_ROBOTIK_B-2,2018-09-30,1.063699
52_ROBOTIK_B-3,2018-09-30,1.065829
52_ROBOTIK_E,2018-09-30,1.06591
52_ROBOTIK_FF,2018-09-30,1.075121
52_ROBOTIK_M-1,2018-09-30,1.067112
52_ROBOTIK_M-2,2018-09-30,1.068296
52_ROBOTIK_M-3,2018-09-30,0
52_ACTI500_A,2018-10-01,5.503654
52_ACTI500_B1,2018-10-01,3.963552
52_ACTI500_B2,2018-10-01,4.350118
52_ACTI500_B3,2018-10-01,4.54039
52_ACTI500_D,2018-10-01,5.125693
52_ACTIPAT_A,2018-10-01,15.192634
52_ACTIPAT_B,2018-10-01,12.083905
52_ACTIPAT_FF,2018-10-01,15.192632
52_ROBOTIK_A,2018-10-01,1.069589
52_ROBOTIK_B-1,2018-10-01,1.054614
52_ROBOTIK_B-2,2018-10-01,1.057797
52_ROBOTIK_B-3,2018-10-01,1.059926
52_ROBOTIK_E,2018-10-01,1.06002
52_ROBOTIK_FF,2018-10-01,1.069359
52_ROBOTIK_M-1,2018-10-01,1.061191
52_ROBOTIK_M-2,2018-10-01,1.062379
52_ROBOTIK_M-3,2018-10-01,0
52_ACTI500_A,2018-10-02,5.524663
52_ACTI500_B1,2018-10-02,3.978366
52_ACTI500_B2,2018-10-02,4.366467
52_ACTI500_B3,2018-10-02,4.557504
52_ACTI500_D,2018-10-02,5.144984
52_ACTIPAT_A,2018-10-02,15.253375
52_ACTIPAT_B,2018-10-02,12.131234
52_ACTIPAT_FF,2018-10-02,15.253374
52_ROBOTIK_A,2018-10-02,1.072938
52_ROBOTIK_B-1,2018-10-02,1.057836
52_ROBOTIK_B-2,2018-10-02,1.061032
52_ROBOTIK_B-3,2018-10-02,1.06317
52_ROBOTIK_E,2018-10-02,1.063281
52_ROBOTIK_FF,2018-10-02,1.072698
52_ROBOTIK_M-1,2018-10-02,1.064447
52_ROBOTIK_M-2,2018-10-02,1.065642
52_ROBOTIK_M-3,2018-10-02,0
52_ACTI500_A,2018-10-03,5.54347
52_ACTI500_B1,2018-10-03,3.991592
52_ACTI500_B2,2018-10-03,4.381073
52_ACTI500_B3,2018-10-03,4.572801
52_ACTI500_D,2018-10-03,5.162223
52_ACTIPAT_A,2018-10-03,15.134197
52_ACTIPAT_B,2018-10-03,12.035473
52_ACTIPAT_FF,2018-10-03,15.134195
52_ROBOTIK_A,2018-10-03,1.072874
52_ROBOTIK_B-1,2018-10-03,1.057692
52_ROBOTIK_B-2,2018-10-03,1.060891
52_ROBOTIK_B-3,2018-10-03,1.063033
52_ROBOTIK_E,2018-10-03,1.063158
52_ROBOTIK_FF,2018-10-03,1.072624
52_ROBOTIK_M-1,2018-10-03,1.064315
52_ROBOTIK_M-2,2018-10-03,1.065513
52_ROBOTIK_M-3,2018-10-03,0
52_ACTI500_A,2018-10-04,5.597955
52_ACTI500_B1,2018-10-04,4.030503
52_ACTI500_B2,2018-10-04,4.423873
52_ACTI500_B3,2018-10-04,4.617525
52_ACTI500_D,2018-10-04,5.212682
52_ACTIPAT_A,2018-10-04,15.065341
52_ACTIPAT_B,2018-10-04,11.979745
52_ACTIPAT_FF,2018-10-04,15.06534
52_ROBOTIK_A,2018-10-04,1.077098
52_ROBOTIK_B-1,2018-10-04,1.061785
52_ROBOTIK_B-2,2018-10-04,1.065
52_ROBOTIK_B-3,2018-10-04,1.067154
52_ROBOTIK_E,2018-10-04,1.067285
52_ROBOTIK_FF,2018-10-04,1.076847
52_ROBOTIK_M-1,2018-10-04,1.068437
52_ROBOTIK_M-2,2018-10-04,1.069643
52_ROBOTIK_M-3,2018-10-04,0
52_ACTI500_A,2018-10-05,5.595421
52_ACTI500_B1,2018-10-05,4.028359
52_ACTI500_B2,2018-10-05,4.421611
52_ACTI500_B3,2018-10-05,4.615215
52_ACTI500_D,2018-10-05,5.210045
52_ACTIPAT_A,2018-10-05,14.975045
52_ACTIPAT_B,2018-10-05,11.906977
52_ACTIPAT_FF,2018-10-05,14.975044
52_ROBOTIK_A,2018-10-05,1.0684
52_ROBOTIK_B-1,2018-10-05,1.053141
52_ROBOTIK_B-2,2018-10-05,1.056334
52_ROBOTIK_B-3,2018-10-05,1.058473
52_ROBOTIK_E,2018-10-05,1.058608
52_ROBOTIK_FF,2018-10-05,1.068151
52_ROBOTIK_M-1,2018-10-05,1.059742
52_ROBOTIK_M-2,2018-10-05,1.060942
52_ROBOTIK_M-3,2018-10-05,0
52_ACTI500_A,2018-10-08,5.490271
52_ACTI500_B1,2018-10-08,3.951715
52_ACTI500_B2,2018-10-08,4.337754
52_ACTI500_B3,2018-10-08,4.527838
52_ACTI500_D,2018-10-08,5.111318
52_ACTIPAT_A,2018-10-08,14.80125
52_ACTIPAT_B,2018-10-08,11.765925
52_ACTIPAT_FF,2018-10-08,14.801248
52_ROBOTIK_A,2018-10-08,1.03807
52_ROBOTIK_B-1,2018-10-08,1.023039
52_ROBOTIK_B-2,2018-10-08,1.02615
52_ROBOTIK_B-3,2018-10-08,1.028238
52_ROBOTIK_E,2018-10-08,1.028385
52_ROBOTIK_FF,2018-10-08,1.037828
52_ROBOTIK_M-1,2018-10-08,1.029461
52_ROBOTIK_M-2,2018-10-08,1.030637
52_ROBOTIK_M-3,2018-10-08,0
52_ACTI500_A,2018-10-09,5.500194
52_ACTI500_B1,2018-10-09,3.958543
52_ACTI500_B2,2018-10-09,4.345338
52_ACTI500_B3,2018-10-09,4.535805
52_ACTI500_D,2018-10-09,5.120282
52_ACTI500_FF,2018-10-09,5.500194
52_ACTIPAT_A,2018-10-09,14.838452
52_ACTIPAT_B,2018-10-09,11.794541
52_ACTIPAT_FF,2018-10-09,14.83845
52_ROBOTIK_A,2018-10-09,1.031554
52_ROBOTIK_B-1,2018-10-09,1.016549
52_ROBOTIK_B-2,2018-10-09,1.019644
52_ROBOTIK_B-3,2018-10-09,1.021721
52_ROBOTIK_E,2018-10-09,1.021873
52_ROBOTIK_FF,2018-10-09,1.031313
52_ROBOTIK_M-1,2018-10-09,1.022934
52_ROBOTIK_M-2,2018-10-09,1.024105
52_ROBOTIK_M-3,2018-10-09,0
52_ACTI500_A,2018-10-10,5.522939
52_ACTI500_B1,2018-10-10,3.974596
52_ACTI500_B2,2018-10-10,4.363051
52_ACTI500_B3,2018-10-10,4.554344
52_ACTI500_D,2018-10-10,5.141181
52_ACTI500_FF,2018-10-10,5.522939
52_ACTIPAT_A,2018-10-10,14.870286
52_ACTIPAT_B,2018-10-10,11.818887
52_ACTIPAT_FF,2018-10-10,14.870284
52_ROBOTIK_A,2018-10-10,1.026851
52_ROBOTIK_B-1,2018-10-10,1.011848
52_ROBOTIK_B-2,2018-10-10,1.014931
52_ROBOTIK_B-3,2018-10-10,1.017002
52_ROBOTIK_E,2018-10-10,1.017159
52_ROBOTIK_FF,2018-10-10,1.026612
52_ROBOTIK_M-1,2018-10-10,1.018206
52_ROBOTIK_M-2,2018-10-10,1.019375
52_ROBOTIK_M-3,2018-10-10,0
52_ACTI500_A,2018-10-11,5.365378
52_ACTI500_B1,2018-10-11,3.860901
52_ACTI500_B2,2018-10-11,4.238331
52_ACTI500_B3,2018-10-11,4.424205
52_ACTI500_D,2018-10-11,4.994245
52_ACTI500_FF,2018-10-11,5.365378
52_ACTIPAT_A,2018-10-11,14.807258
52_ACTIPAT_B,2018-10-11,11.767838
52_ACTIPAT_FF,2018-10-11,14.807257
52_ROBOTIK_A,2018-10-11,1.001346
52_ROBOTIK_B-1,2018-10-11,.986649
52_ROBOTIK_B-2,2018-10-11,.989659
52_ROBOTIK_B-3,2018-10-11,.991681
52_ROBOTIK_E,2018-10-11,.991839
52_ROBOTIK_FF,2018-10-11,1.001112
52_ROBOTIK_M-1,2018-10-11,.992852
52_ROBOTIK_M-2,2018-10-11,.993995
52_ROBOTIK_M-3,2018-10-11,0
52_ACTI500_A,2018-10-12,5.236894
52_ACTI500_B1,2018-10-12,3.768145
52_ACTI500_B2,2018-10-12,4.136593
52_ACTI500_B3,2018-10-12,4.318054
52_ACTI500_D,2018-10-12,4.874389
52_ACTI500_FF,2018-10-12,5.236894
52_ACTIPAT_A,2018-10-12,14.665396
52_ACTIPAT_B,2018-10-12,11.65415
52_ACTIPAT_FF,2018-10-12,14.665395
52_ROBOTIK_A,2018-10-12,.984122
52_ROBOTIK_B-1,2018-10-12,.969613
52_ROBOTIK_B-2,2018-10-12,.972574
52_ROBOTIK_B-3,2018-10-12,.974565
52_ROBOTIK_E,2018-10-12,.974725
52_ROBOTIK_FF,2018-10-12,.983893
52_ROBOTIK_M-1,2018-10-12,.975713
52_ROBOTIK_M-2,2018-10-12,.976839
52_ROBOTIK_M-3,2018-10-12,0
52_ACTI500_A,2018-10-15,5.26904
52_ACTI500_B1,2018-10-15,3.790371
52_ACTI500_B2,2018-10-15,4.16125
52_ACTI500_B3,2018-10-15,4.343938
52_ACTI500_D,2018-10-15,4.903523
52_ACTI500_FF,2018-10-15,5.26904
52_ACTIPAT_A,2018-10-15,14.655213
52_ACTIPAT_B,2018-10-15,11.643225
52_ACTIPAT_FF,2018-10-15,14.655212
52_ROBOTIK_A,2018-10-15,.994314
52_ROBOTIK_B-1,2018-10-15,.979459
52_ROBOTIK_B-2,2018-10-15,.982459
52_ROBOTIK_B-3,2018-10-15,.98448
52_ROBOTIK_E,2018-10-15,.984657
52_ROBOTIK_FF,2018-10-15,.994082
52_ROBOTIK_M-1,2018-10-15,.98563
52_ROBOTIK_M-2,2018-10-15,.986777
52_ROBOTIK_M-3,2018-10-15,0
52_ACTI500_A,2018-10-16,5.221081
52_ACTI500_B1,2018-10-16,3.755573
52_ACTI500_B2,2018-10-16,4.123133
52_ACTI500_B3,2018-10-16,4.304195
52_ACTI500_D,2018-10-16,4.858633
52_ACTI500_FF,2018-10-16,5.221082
52_ACTIPAT_A,2018-10-16,14.724342
52_ACTIPAT_B,2018-10-16,11.697198
52_ACTIPAT_FF,2018-10-16,14.724341
52_ROBOTIK_A,2018-10-16,.983266
52_ROBOTIK_B-1,2018-10-16,.968512
52_ROBOTIK_B-2,2018-10-16,.971481
52_ROBOTIK_B-3,2018-10-16,.973483
52_ROBOTIK_E,2018-10-16,.973663
52_ROBOTIK_FF,2018-10-16,.983037
52_ROBOTIK_M-1,2018-10-16,.974617
52_ROBOTIK_M-2,2018-10-16,.975754
52_ROBOTIK_M-3,2018-10-16,0
52_ACTI500_A,2018-10-17,5.321443
52_ACTI500_B1,2018-10-17,3.82746
52_ACTI500_B2,2018-10-17,4.202142
52_ACTI500_B3,2018-10-17,4.386722
52_ACTI500_D,2018-10-17,4.951763
52_ACTI500_FF,2018-10-17,5.321443
52_ACTIPAT_A,2018-10-17,14.789288
52_ACTIPAT_B,2018-10-17,11.747839
52_ACTIPAT_FF,2018-10-17,14.789287
52_ROBOTIK_A,2018-10-17,1.0044
52_ROBOTIK_B-1,2018-10-17,.989261
52_ROBOTIK_B-2,2018-10-17,.992298
52_ROBOTIK_B-3,2018-10-17,.994345
52_ROBOTIK_E,2018-10-17,.994535
52_ROBOTIK_FF,2018-10-17,1.004165
52_ROBOTIK_M-1,2018-10-17,.995501
52_ROBOTIK_M-2,2018-10-17,.996666
52_ROBOTIK_M-3,2018-10-17,0
52_ACTI500_A,2018-10-18,5.341553
52_ACTI500_B1,2018-10-18,3.841619
52_ACTI500_B2,2018-10-18,4.217774
52_ACTI500_B3,2018-10-18,4.40309
52_ACTI500_D,2018-10-18,4.97021
52_ACTI500_FF,2018-10-18,5.341553
52_ACTIPAT_A,2018-10-18,14.705933
52_ACTIPAT_B,2018-10-18,11.680678
52_ACTIPAT_FF,2018-10-18,14.705932
52_ROBOTIK_A,2018-10-18,1.007173
52_ROBOTIK_B-1,2018-10-18,.991925
52_ROBOTIK_B-2,2018-10-18,.994973
52_ROBOTIK_B-3,2018-10-18,.997029
52_ROBOTIK_E,2018-10-18,.997225
